99AA03-0817-8375	
This data is for reference only	
2085	0.9472
2086	0.9456
2087	0.9553
2088	0.9474
2089	0.9443
2090	0.9490
2091	0.9503
2092	0.9522
2093	0.9442
2094	0.9462
2095	0.9477
2096	0.9404
2097	0.9408
2098	0.9426
2099	0.9481
2100	0.9455
2101	0.9464
2102	0.9513
2103	0.9536
2104	0.9437
2105	0.9406
2106	0.9415
2107	0.9387
2108	0.9379
2109	0.9387
2110	0.9407
2111	0.9363
2112	0.9397
2113	0.9404
2114	0.9415
2115	0.9427
2116	0.9446
2117	0.9495
2118	0.9448
2119	0.9423
2120	0.9392
2121	0.9422
2122	0.9390
2123	0.9440
2124	0.9432
2125	0.9422
2126	0.9426
2127	0.9420
2128	0.9378
2129	0.9363
2130	0.9429
2131	0.9388
2132	0.9402
2133	0.9440
2134	0.9375
2135	0.9333
2136	0.9413
2137	0.9416
2138	0.9297
2139	0.9425
2140	0.9398
2141	0.9316
2142	0.9383
2143	0.9403
2144	0.9386
2145	0.9347
2146	0.9394
2147	0.9363
2148	0.9435
2149	0.9349
2150	0.9438
2151	0.9361
2152	0.9394
2153	0.9495
2154	0.9497
2155	0.9425
2156	0.9390
2157	0.9484
2158	0.9503
2159	0.9443
2160	0.9424
2161	0.9437
2162	0.9460
2163	0.9533
2164	0.9463
2165	0.9501
2166	0.9431
2167	0.9510
2168	0.9474
2169	0.9427
2170	0.9529
2171	0.9497
2172	0.9468
2173	0.9484
2174	0.9546
2175	0.9565
2176	0.9507
2177	0.9477
2178	0.9509
2179	0.9519
2180	0.9526
2181	0.9477
2182	0.9528
2183	0.9455
2184	0.9558
2185	0.9581
2186	0.9638
2187	0.9596
2188	0.9584
2189	0.9544
2190	0.9587
2191	0.9540
2192	0.9578
2193	0.9549
2194	0.9567
2195	0.9506
2196	0.9613
2197	0.9567
2198	0.9555
2199	0.9593
2200	0.9642
2201	0.9506
2202	0.9551
2203	0.9645
2204	0.9628
2205	0.9592
2206	0.9550
2207	0.9504
2208	0.9620
2209	0.9581
2210	0.9574
2211	0.9618
2212	0.9680
2213	0.9634
2214	0.9586
2215	0.9599
2216	0.9605
2217	0.9650
2218	0.9640
2219	0.9614
2220	0.9630
2221	0.9628
2222	0.9590
2223	0.9579
2224	0.9614
2225	0.9610
2226	0.9649
2227	0.9604
2228	0.9575
2229	0.9664
2230	0.9635
2231	0.9600
2232	0.9605
2233	0.9663
2234	0.9681
2235	0.9577
2236	0.9616
2237	0.9638
2238	0.9572
2239	0.9606
2240	0.9657
2241	0.9589
2242	0.9611
2243	0.9625
2244	0.9650
2245	0.9654
2246	0.9584
2247	0.9590
2248	0.9629
2249	0.9568
2250	0.9625
2251	0.9591
2252	0.9558
2253	0.9634
2254	0.9613
2255	0.9563
2256	0.9514
2257	0.9555
2258	0.9526
2259	0.9563
2260	0.9589
2261	0.9564
2262	0.9552
2263	0.9568
2264	0.9634
2265	0.9561
2266	0.9495
2267	0.9555
2268	0.9590
2269	0.9574
2270	0.9555
2271	0.9602
2272	0.9553
2273	0.9558
2274	0.9540
2275	0.9534
2276	0.9532
2277	0.9631
2278	0.9610
2279	0.9566
2280	0.9548
2281	0.9457
2282	0.9482
2283	0.9496
2284	0.9589
2285	0.9564
2286	0.9549
2287	0.9539
2288	0.9544
2289	0.9553
2290	0.9514
2291	0.9488
2292	0.9560
2293	0.9523
2294	0.9464
2295	0.9500
2296	0.9509
2297	0.9450
2298	0.9414
2299	0.9520
2300	0.9635
2301	0.9605
2302	0.9571
2303	0.9625
2304	0.9619
2305	0.9616
2306	0.9549
2307	0.9409
2308	0.9444
2309	0.9545
2310	0.9602
2311	0.9574
2312	0.9519
2313	0.9485
2314	0.9450
2315	0.9491
2316	0.9493
2317	0.9408
2318	0.9370
2319	0.9423
2320	0.9454
2321	0.9440
2322	0.9419
2323	0.9397
2324	0.9464
2325	0.9552
2326	0.9523
2327	0.9483
2328	0.9441
2329	0.9403
2330	0.9310
2331	0.9322
2332	0.9449
2333	0.9444
2334	0.9402
2335	0.9402
2336	0.9389
2337	0.9360
2338	0.9443
2339	0.9551
2340	0.9491
2341	0.9410
2342	0.9408
2343	0.9458
2344	0.9497
2345	0.9491
2346	0.9440
2347	0.9441
2348	0.9443
2349	0.9459
2350	0.9504
2351	0.9416
2352	0.9405
2353	0.9388
2354	0.9375
2355	0.9407
2356	0.9375
2357	0.9369
2358	0.9430
2359	0.9387
2360	0.9345
2361	0.9430
2362	0.9316
2363	0.9302
2364	0.9328
2365	0.9275
2366	0.9312
2367	0.9307
2368	0.9374
2369	0.9405
2370	0.9381
2371	0.9351
2372	0.9348
2373	0.9392
2374	0.9274
2375	0.9343
2376	0.9472
2377	0.9446
2378	0.9395
2379	0.9489
2380	0.9339
2381	0.9313
2382	0.9448
2383	0.9498
2384	0.9450
2385	0.9426
2386	0.9350
2387	0.9323
2388	0.9436
2389	0.9509
2390	0.9335
2391	0.9238
2392	0.9392
2393	0.9365
2394	0.9401
2395	0.9405
2396	0.9357
2397	0.9509
2398	0.9573
2399	0.9330
2400	0.9243
2401	0.9268
2402	0.9208
2403	0.9263
2404	0.9329
2405	0.9483
2406	0.9419
2407	0.9389
2408	0.9324
2409	0.9265
2410	0.9433
2411	0.9476
2412	0.9489
2413	0.9384
2414	0.9252
2415	0.9402
2416	0.9340
2417	0.9370
2418	0.9257
2419	0.9295
2420	0.9263
2421	0.9423
2422	0.9378
2423	0.9294
2424	0.9358
2425	0.9434
2426	0.9447
2427	0.9493
2428	0.9419
2429	0.9432
2430	0.9274
2431	0.9257
2432	0.9254
2433	0.9219
2434	0.9424
2435	0.9675
2436	0.9372
2437	0.9245
2438	0.9349
2439	0.9305
2440	0.9393
2441	0.9336
2442	0.9274
2443	0.9429
2444	0.9442
2445	0.9261
2446	0.9301
2447	0.9354
2448	0.9354
2449	0.9228
2450	0.9385
2451	0.9242
2452	0.9392
2453	0.9314
2454	0.9405
2455	0.9408
2456	0.9343
2457	0.9199
2458	0.9342
2459	0.9382
2460	0.9465
2461	0.9375
2462	0.9515
2463	0.9385
2464	0.9336
2465	0.9387
2466	0.9395
2467	0.9309
2468	0.9167
2469	0.9532
2470	0.9405
2471	0.9401
2472	0.9470
2473	0.9464
2474	0.9520
2475	0.9192
2476	0.9349
2477	0.9352
2478	0.9359
2479	0.9260
2480	0.9244
2481	0.9237
2482	0.9497
2483	0.9502
2484	0.9537
2485	0.9679
2486	0.9375
2487	0.9431
2488	0.9523
2489	0.9558
2490	0.9360
2491	0.9432
2492	0.9240
2493	0.9554
2494	0.9287
2495	0.9275
2496	0.9115
2497	0.9396
2498	0.9266
2499	0.9416
2500	0.9298
