52301-1-1	
2089	0.1456
2090	0.1449
2091	0.1473
2092	0.1479
2093	0.1451
2094	0.1465
2095	0.1456
2096	0.1442
2097	0.1415
2098	0.1445
2099	0.1445
2100	0.1448
2101	0.1446
2102	0.1441
2103	0.1461
2104	0.1437
2105	0.1415
2106	0.1441
2107	0.1435
2108	0.1445
2109	0.1443
2110	0.1472
2111	0.1457
2112	0.1471
2113	0.1451
2114	0.1484
2115	0.1430
2116	0.1395
2117	0.1453
2118	0.1467
2119	0.1491
2120	0.1496
2121	0.1461
2122	0.1504
2123	0.1485
2124	0.1441
2125	0.1458
2126	0.1505
2127	0.1465
2128	0.1428
2129	0.1459
2130	0.1448
2131	0.1448
2132	0.1485
2133	0.1458
2134	0.1469
2135	0.1483
2136	0.1465
2137	0.1488
2138	0.1510
2139	0.1461
2140	0.1452
2141	0.1416
2142	0.1452
2143	0.1502
2144	0.1522
2145	0.1494
2146	0.1487
2147	0.1488
2148	0.1469
2149	0.1514
2150	0.1540
2151	0.1458
2152	0.1487
2153	0.1495
2154	0.1483
2155	0.1440
2156	0.1488
2157	0.1460
2158	0.1431
2159	0.1474
2160	0.1468
2161	0.1427
2162	0.1414
2163	0.1479
2164	0.1487
2165	0.1419
2166	0.1546
2167	0.1444
2168	0.1523
2169	0.1513
2170	0.1442
2171	0.1503
2172	0.1456
2173	0.1475
2174	0.1440
2175	0.1467
2176	0.1482
2177	0.1417
2178	0.1492
2179	0.1471
2180	0.1434
2181	0.1474
2182	0.1476
2183	0.1449
2184	0.1476
2185	0.1446
2186	0.1476
2187	0.1482
2188	0.1456
2189	0.1390
2190	0.1437
2191	0.1458
2192	0.1490
2193	0.1475
2194	0.1471
2195	0.1439
2196	0.1455
2197	0.1517
2198	0.1483
2199	0.1456
2200	0.1534
2201	0.149
2202	0.146
2203	0.140
2204	0.141
2205	0.148
2206	0.152
2207	0.149
2208	0.149
2209	0.144
2210	0.148
2211	0.147
2212	0.145
2213	0.141
2214	0.140
2215	0.140
2216	0.152
2217	0.149
2218	0.148
2219	0.141
2220	0.147
2221	0.148
2222	0.149
2223	0.153
2224	0.146
2225	0.144
2226	0.146
2227	0.144
2228	0.146
2229	0.145
2230	0.143
2231	0.145
2232	0.146
2233	0.147
2234	0.152
2235	0.148
2236	0.149
2237	0.150
2238	0.145
2239	0.146
2240	0.147
2241	0.145
2242	0.146
2243	0.144
2244	0.145
2245	0.145
2246	0.147
2247	0.147
2248	0.144
2249	0.147
2250	0.150
2251	0.145
2252	0.147
2253	0.150
2254	0.146
2255	0.150
2256	0.155
2257	0.148
2258	0.155
2259	0.150
2260	0.142
2261	0.145
2262	0.144
2263	0.147
2264	0.147
2265	0.141
2266	0.140
2267	0.146
2268	0.155
2269	0.152
2270	0.147
2271	0.145
2272	0.148
2273	0.152
2274	0.149
2275	0.153
2276	0.154
2277	0.150
2278	0.145
2279	0.150
2280	0.153
2281	0.153
2282	0.147
2283	0.146
2284	0.146
2285	0.150
2286	0.151
2287	0.148
2288	0.152
2289	0.153
2290	0.152
2291	0.154
2292	0.156
2293	0.153
2294	0.151
2295	0.149
2296	0.154
2297	0.154
2298	0.151
2299	0.149
2300	0.153
2301	0.152
2302	0.150
2303	0.154
2304	0.151
2305	0.149
2306	0.146
2307	0.139
2308	0.139
2309	0.151
2310	0.154
2311	0.155
2312	0.152
2313	0.149
2314	0.147
2315	0.150
2316	0.157
2317	0.160
2318	0.163
2319	0.151
2320	0.142
2321	0.143
2322	0.148
2323	0.157
2324	0.152
2325	0.149
2326	0.150
2327	0.144
2328	0.146
2329	0.158
2330	0.161
2331	0.160
2332	0.161
2333	0.160
2334	0.153
2335	0.153
2336	0.159
2337	0.160
2338	0.159
2339	0.154
2340	0.152
2341	0.156
2342	0.155
2343	0.148
2344	0.144
2345	0.147
2346	0.155
2347	0.159
2348	0.151
2349	0.150
2350	0.150
2351	0.147
2352	0.153
2353	0.155
2354	0.157
2355	0.157
2356	0.155
2357	0.153
2358	0.149
2359	0.157
2360	0.164
2361	0.155
2362	0.144
2363	0.148
2364	0.161
2365	0.159
2366	0.158
2367	0.156
2368	0.160
2369	0.167
2370	0.163
2371	0.158
2372	0.157
2373	0.151
2374	0.150
2375	0.157
2376	0.149
2377	0.155
2378	0.162
2379	0.157
2380	0.146
2381	0.153
2382	0.149
2383	0.149
2384	0.157
2385	0.161
2386	0.153
2387	0.153
2388	0.159
2389	0.168
2390	0.160
2391	0.164
2392	0.171
2393	0.167
2394	0.169
2395	0.165
2396	0.161
2397	0.156
2398	0.162
2399	0.158
2400	0.150
2401	0.156
2402	0.157
2403	0.153
2404	0.160
2405	0.159
2406	0.152
2407	0.165
2408	0.172
2409	0.164
2410	0.166
2411	0.155
2412	0.145
2413	0.154
2414	0.154
2415	0.155
2416	0.154
2417	0.159
2418	0.164
2419	0.157
2420	0.152
2421	0.164
2422	0.167
2423	0.163
2424	0.163
2425	0.172
2426	0.166
2427	0.160
2428	0.163
2429	0.147
2430	0.156
2431	0.162
2432	0.165
2433	0.161
2434	0.165
2435	0.161
2436	0.152
2437	0.162
2438	0.159
2439	0.167
2440	0.165
2441	0.154
2442	0.153
2443	0.154
2444	0.153
2445	0.163
2446	0.150
2447	0.152
2448	0.159
2449	0.168
2450	0.163
2451	0.164
2452	0.155
2453	0.166
2454	0.161
2455	0.155
2456	0.148
2457	0.149
2458	0.161
2459	0.159
2460	0.169
2461	0.177
2462	0.164
2463	0.177
2464	0.160
2465	0.163
2466	0.162
2467	0.162
2468	0.161
2469	0.159
2470	0.158
2471	0.153
2472	0.166
2473	0.160
2474	0.163
2475	0.169
2476	0.156
2477	0.166
2478	0.157
2479	0.149
2480	0.162
2481	0.164
2482	0.164
2483	0.182
2484	0.154
2485	0.175
2486	0.160
2487	0.178
2488	0.179
2489	0.152
2490	0.174
2491	0.154
2492	0.160
2493	0.178
2494	0.162
2495	0.166
2496	0.146
2497	0.154
2498	0.122
2499	0.127
2500	0.129
